ID,IMSI,IMEI,Citizenship No.,First Name,Last Name,Gender,DOB,Age,Maritial status,Phone no ,Type,Zone,Development Region,District,Latitude,Longitude,E-mail,Subscription date,Start date,End date,SMS,Day Calls,Day Charge,Eve Calls,Eve Charge,Night Calls,Night Charge,Total_calls,Total_charge
293,'429017776463282,'987471597157301,645243744,Christina,Sullivan,Female,9/7/1967,50,1,9842932443,PREPAID,Mahakali,Far-Western,Kanchanpur,28.8372 N,80.3213 E,Christina.Sullivan@gmail.com,12/21/2009,20160101,20160121,0,98,9.71,78,16.97,103,12.36,279,39.04
294,'429018903668514,'596186810078035,305550088,Denise,Berry,Female,10/26/1998,19,0,9842687713,PREPAID,Bagmati,Central,Lalitpur,27.6644 N,85.3188 E,Denise.Berry@gmail.com,7/16/2016,20160101,20160110,0,106,34.66,99,15.95,107,4.58,312,55.19
295,'429015663009614,'608994757095266,768643936,Evelyn,Palmer,Female,2/23/1971,46,1,9849171486,PREPAID,Rapti,Mid-Western,Pyuthan,28.1017 N,82.8533 E,Evelyn.Palmer@hotmail.com,6/25/2006,20160101,20160116,0,67,26.18,118,19.19,86,11.94,271,57.31
296,'429018795057751,'506763737285172,796931631,Scott,Armstrong,Male,10/27/1948,69,1,9851926166,POSTPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Scott.Armstrong@yahoo.com,2/18/2003,20160101,20160119,7,134,30.38,102,15.18,82,5.71,318,51.27
297,'429013756744833,'392101310879164,605260519,Joshua,Myers,Male,5/25/1988,29,1,9846627930,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Joshua.Myers@gmail.com,12/18/2010,20160101,20160115,0,109,23.9,51,15.18,83,9.76,243,48.84
298,'429015528024304,'272217267619104,971372836,Martin,Moreno,Male,3/1/1955,62,1,9842950657,PREPAID,Gandaki,Western,Lamjung,28.2765 N,84.3542 E,Martin.Moreno@yahoo.com,4/29/2010,20160101,20160116,6,104,30.48,86,19.2,78,14.54,268,64.22
299,'429015368939311,'416746999326429,853184527,Helen,Kim,Female,12/19/1998,19,0,9851333207,POSTPAID,Bagmati,Central,Dhading,27.9711 N,84.8985 E,Helen.Kim@gmail.com,1/26/2014,20160101,20160120,0,81,10.69,64,19.64,121,7.6,266,37.93
300,'429019895743599,'263601192189864,157888697,Melissa,Warren,Female,10/4/1957,60,1,9844914894,PREPAID,Lumbini,Western,Nawalparasi,27.6498 N,83.8897 E,Melissa.Warren@hotmail.com,10/15/2012,20160101,20160115,0,112,36.92,89,20.97,89,10.17,290,68.06
301,'429011676810510,'957954040263471,560787131,Beverly,Garcia,Female,5/30/1992,25,0,9845350079,PREPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,Beverly.Garcia@yahoo.com,4/17/2013,20160101,20160125,0,85,22.81,132,19.32,96,5.51,313,47.64
302,'429019148675856,'497386440309086,684992109,Craig,Chapman,Male,10/7/1970,47,1,9846457216,PREPAID,Lumbini,Western,Kapilvastu ,27.6542 N,82.9932 E,Craig.Chapman@hotmail.com,7/19/2003,20160101,20160115,5,99,34.19,74,25.8,119,10.08,292,70.07
303,'429017080787302,'418931267939432,246451582,Ashley,Crawford,Female,3/19/1960,57,1,9851812524,POSTPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,Ashley.Crawford@yahoo.com,5/18/2006,20160101,20160122,0,65,40.48,98,15.91,115,8.55,278,64.94
304,'429014901965632,'691217956659569,800620937,Jane,Martin,Female,2/5/1944,73,1,9848250349,PREPAID,Gandaki,Western,Gorkha,28.4764 N,84.6897 E,Jane.Martin@yahoo.com,3/2/2003,20160101,20160122,0,115,36.41,117,13.74,102,11.91,334,62.06
305,'429015298346312,'664920775232920,864745067,Judith,James,Female,8/17/1969,48,1,9845881280,PREPAID,seti,Far-Western,Doti ,29.2006 N,80.8987 E,Judith.James@hotmail.com,7/8/2007,20160101,20160129,0,122,26.5,107,13.8,105,5.74,334,46.04
306,'429014665601437,'464600148504096,523505650,Katherine,Gomez,Female,2/25/1993,24,0,9841024948,PREPAID,koshi,Eastern,Morang,26.6799 N,87.4604 E,Katherine.Gomez@gmail.com,2/7/2014,20160101,20160117,0,70,26.78,79,11.11,98,8.7,247,46.59
307,'429015245643280,'561735404692265,391451213,Lori,Carr,Female,5/3/2000,17,0,9851807033,POSTPAID,Bagmati,Central,Bhaktapur,27.6710 N,85.4298 E,Lori.Carr@gmail.com,2/17/2016,20160101,20160129,0,88,20.81,111,12.22,106,7.07,305,40.1
308,'429014365570456,'548583964062560,582270787,Joe,Long,Male,11/21/1959,58,1,9841102361,PREPAID,Lumbini,Western,Nawalparasi,27.6498 N,83.8897 E,Joe.Long@hotmail.com,11/11/2006,20160101,20160115,0,145,45.53,121,26.89,91,9.39,357,81.81
309,'429015374215021,'846709809957043,344712746,Martin,White,Male,1/20/1997,20,0,9848478389,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Martin.White@gmail.com,9/14/2015,20160101,20160112,0,58,29.38,108,15.56,104,7.15,270,52.09
310,'429017991603572,'756559940777983,988136944,Antonio,Hayes,Male,5/15/1957,60,1,9844608711,PREPAID,Mechi,Eastern,Ilam,26.8760 N,87.9335 E,Antonio.Hayes@gmail.com,1/1/2005,20160101,20160130,0,110,33.49,102,18.94,91,10.14,303,62.57
311,'429018582526491,'960196316045308,115559965,Brian,Morgan,Male,5/18/1965,52,1,9851620289,POSTPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,Brian.Morgan@yahoo.com,4/17/2005,20160101,20160118,0,97,20.66,110,23.07,97,11.19,304,54.92
312,'429016432518736,'285227302529609,704844571,Andrew,Nichols,Male,1/8/1962,55,1,9847435004,PREPAID,Karnali,Mid-Western,Jumla ,29.2788 N,82.1278 E,Andrew.Nichols@hotmail.com,1/6/2011,20160101,20160120,0,109,35.31,94,14.01,91,2.45,294,51.77
313,'429015822796687,'120996261206879,636459077,Lillian,Green,Female,8/10/1998,19,0,9844987510,PREPAID,Bagmati,Central,Lalitpur,27.6644 N,85.3188 E,Lillian.Green@gmail.com,9/19/2016,20160101,20160119,0,97,27.42,110,21.28,92,6.41,299,55.11
314,'429018838279870,'127144309942013,851630044,Johnny,Simpson,Male,4/18/1986,31,0,9843035782,PREPAID,Lumbini,Western,Rupandehi ,27.6264 N,83.3789 E,Johnny.Simpson@hotmail.com,11/16/2004,20160101,20160119,0,147,29.85,118,13.75,55,13.03,320,56.63
315,'429013020657811,'436506510085138,234851249,Charles,Reynolds,Male,6/25/1952,65,1,9841430903,PREPAID,Bagmati,Central,Bhaktapur,27.6710 N,85.4298 E,Charles.Reynolds@gmail.com,2/16/2005,20160101,20160125,0,119,22.13,121,24.73,140,8.77,380,55.63
316,'429011685066242,'785851810946260,623728869,Billy,Hawkins,Male,11/17/1995,22,0,9851828654,POSTPAID,Bagmati,Central,Lalitpur,27.6644 N,85.3188 E,Billy.Hawkins@gmail.com,8/11/2010,20160101,20160110,11,112,24.19,111,26.04,82,8.84,305,59.07
317,'429012621037664,'231800163658043,985947453,Harold,Fowler,Male,12/12/1967,50,1,9847452004,PREPAID,Bheri,Mid-Western,Jajarkot,28.8651 N,82.1714 E,Harold.Fowler@hotmail.com,10/8/2007,20160101,20160127,0,86,35.41,89,21.56,86,13.1,261,70.07
318,'429019231375319,'390870751977277,244196599,Ruby,Nichols,Female,12/22/1963,54,1,9848180931,PREPAID,Mahakali,Far-Western,Dadeldhura,29.2188 N,80.4994 E,Ruby.Nichols@gmail.com,1/20/2008,20160101,20160126,0,112,22.08,83,14.73,130,11.12,325,47.93
319,'429014722262357,'318955430767313,214785017,Denise,Myers,Female,1/27/1967,50,1,9849278902,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Denise.Myers@gmail.com,10/19/2004,20160101,20160129,0,105,38.44,107,17.13,98,11.08,310,66.65
320,'429017934411660,'261148517251645,551173649,Albert,Ross,Male,7/1/1985,32,1,9851127841,POSTPAID,Bagmati,Central,Bhaktapur,27.6710 N,85.4298 E,Albert.Ross@gmail.com,7/19/2008,20160101,20160126,4,89,17.44,77,20.91,140,7.67,306,46.02
321,'429016645525207,'213063459788542,505434999,Alan,Ramirez,Male,4/18/1966,51,1,9848401985,PREPAID,Lumbini,Western,Arghakhanchi,27.9829 N,83.0361 E,Alan.Ramirez@hotmail.com,10/16/2015,20160101,20160128,0,95,23.7,92,13.52,129,5.77,316,42.99
322,'429011346710024,'328984800109273,267475772,Julia,Butler,Female,1/3/1996,21,0,9845371697,PREPAID,Lumbini,Western,Kapilvastu ,27.6542 N,82.9932 E,Julia.Butler@hotmail.com,6/27/2016,20160101,20160121,0,104,30.48,86,19.2,78,14.54,268,64.22
323,'429019029150497,'916019280225401,525848534,Martha,Collins,Female,7/5/1953,64,1,9848731534,PREPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,Martha.Collins@yahoo.com,5/20/2002,20160101,20160115,8,88,37.21,85,17.68,99,9.15,272,64.04
324,'429017512749922,'724467693676559,698533419,Larry,Moore,Male,1/11/1981,36,1,9845777495,PREPAID,Sagarmatha,Eastern,Siraha,26.7957 N,86.2971 E,Larry.Moore@gmail.com,4/3/2001,20160101,20160121,0,66,20.03,114,21.83,76,6.64,256,48.5
325,'429015380402642,'407378773092064,858235181,William,Smith,Male,2/24/1958,59,1,9848452137,PREPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,William.Smith@yahoo.com,5/4/2003,20160101,20160121,0,100,35.77,97,19.17,120,7.59,317,62.53
326,'429017827290093,'974427543278179,702308203,Kathryn,Thomas,Female,6/17/1974,43,1,9851546995,POSTPAID,Mahakali,Far-Western,Baitadi ,29.5013 N,80.5883 E,Kathryn.Thomas@hotmail.com,12/2/2014,20160101,20160119,5,110,30.26,64,13.07,105,10.65,279,53.98
327,'429013196151582,'555035565722069,599161720,Theresa,Nguyen,Female,6/23/2000,17,0,9841048567,PREPAID,Bagmati,Central,Lalitpur,27.6644 N,85.3188 E,Theresa.Nguyen@gmail.com,10/23/2016,20160101,20160123,0,77,40.15,85,18.58,97,8.73,259,67.46
328,'429014512989220,'845600729618148,581383444,Angela,Reynolds,Female,1/5/1966,51,1,9851873814,POSTPAID,seti,Far-Western,Bajhang ,29.7767 N,81.2519 E,Angela.Reynolds@hotmail.com,6/14/2009,20160101,20160117,4,106,22.85,98,17.96,125,8.71,329,49.52
329,'429014350736418,'575104325601645,601525061,Joyce,George,Female,6/17/1993,24,0,9844843169,PREPAID,Sagarmatha,Eastern,Saptari,26.6173 N,86.7014 E,Joyce.George@gmail.com,3/6/2009,20160101,20160125,0,109,45.34,107,19.75,98,9.58,314,74.67
330,'429019706556974,'446965806855364,715758094,William,Campbell,Male,6/29/1996,21,0,9842996681,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,William.Campbell@yahoo.com,11/19/2012,20160101,20160121,0,78,32.23,117,22.73,137,8.3,332,63.26
331,'429014287602539,'484334801896276,408543480,Roger,Gomez,Male,9/11/1974,43,1,9851804415,POSTPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,Roger.Gomez@yahoo.com,8/26/2002,20160101,20160125,7,120,39.41,106,12.8,129,12.11,355,64.32
332,'429016854004801,'777216879765435,804252978,Nancy,Williams,Female,3/26/1959,58,1,9851991226,POSTPAID,Lumbini,Western,Rupandehi ,27.6264 N,83.3789 E,Nancy.Williams@hotmail.com,2/6/2001,20160101,20160121,0,121,40.78,51,12.1,106,16.39,278,69.27
333,'429013111073115,'883562118195852,227515914,Heather,Matthews,Female,2/19/1993,24,0,9851121322,POSTPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Heather.Matthews@gmail.com,2/8/2011,20160101,20160111,0,88,30.6,77,12.33,120,10.52,285,53.45
334,'429015369546536,'991037392507721,250783633,Carl,Adams,Male,3/15/1972,45,1,9848075221,PREPAID,Lumbini,Western,Gulmi,28.0889 N,83.2934 E,Carl.Adams@yahoo.com,12/8/2014,20160101,20160118,0,83,26.1,96,18.62,76,10.68,255,55.4
335,'429014219465090,'382371886983853,855583823,Christopher,Jones,Male,7/7/1961,56,1,9844561002,PREPAID,Mechi,Eastern,Ilam,26.8760 N,87.9335 E,Christopher.Jones@gmail.com,1/11/2016,20160101,20160118,0,89,37.43,125,7.51,79,8.79,293,53.73
336,'429011701646112,'759478311443104,467378973,Kathryn,Ryan,Female,8/20/1967,50,1,9851820975,POSTPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,Kathryn.Ryan@yahoo.com,9/17/2000,20160101,20160129,10,114,27.05,117,19.66,91,6.44,322,53.15
337,'429019716385276,'394746016657206,229214538,Anne,Porter,Female,11/3/1981,36,1,9842975326,PREPAID,Lumbini,Western,Palpa,27.8253 N,83.6348 E,Anne.Porter@yahoo.com,10/27/2000,20160101,20160114,0,86,33.68,86,15.05,92,8.12,264,56.85
338,'429011398049590,'370467367313473,997377162,Martha,Nelson,Female,10/24/1998,19,0,9849377806,PREPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,Martha.Nelson@yahoo.com,7/20/2014,20160101,20160112,0,99,33.25,120,22.76,76,7.42,295,63.43
339,'429011217908207,'909891704993840,672939480,Jennifer,Knight,Female,4/13/1974,43,1,9846448401,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Jennifer.Knight@gmail.com,10/20/2002,20160101,20160111,7,83,21.86,114,11.39,113,9.48,310,42.73
340,'429011648966333,'428284385682739,963146468,Terry,Gilbert,Male,8/21/1965,52,1,9851875859,POSTPAID,Lumbini,Western,Kapilvastu ,27.6542 N,82.9932 E,Terry.Gilbert@hotmail.com,4/13/2005,20160101,20160129,6,121,24.09,113,19.75,131,9.99,365,53.83
341,'429014846609465,'322715426267931,585201763,Donald,Palmer,Male,9/1/1994,23,0,9843948036,PREPAID,Mahakali,Far-Western,Baitadi ,29.5013 N,80.5883 E,Donald.Palmer@hotmail.com,9/19/2011,20160101,20160112,8,117,31.14,76,10.78,71,11.85,264,53.77
342,'429017634394099,'198861737256380,435880271,Shirley,Harper,Female,7/26/1944,73,1,9845445466,PREPAID,Janakpur,Central,Sarlahi,26.9627 N,85.5612 E,Shirley.Harper@gmail.com,4/8/2001,20160101,20160123,6,102,10.2,80,8.69,106,11.78,288,30.67
343,'429013239246626,'686948680009156,625597742,Norma,Reed,Female,3/17/1977,40,1,9846553862,PREPAID,Lumbini,Western,Palpa,27.8253 N,83.6348 E,Norma.Reed@yahoo.com,9/14/2004,20160101,20160116,5,86,23.43,76,24.34,77,7.52,239,55.29
344,'429012349111953,'939706404386805,367953097,Clarence,Chavez,Male,6/20/1965,52,1,9842910453,PREPAID,Mechi,Eastern,Ilam,26.8760 N,87.9335 E,Clarence.Chavez@gmail.com,11/10/2011,20160101,20160117,0,99,28.83,87,22.45,78,9.28,264,60.56
345,'429011246813159,'194415049454141,157237697,Clarence,Ward,Male,11/25/1957,60,1,9851368035,POSTPAID,Bagmati,Central,Bhaktapur,27.6710 N,85.4298 E,Clarence.Ward@gmail.com,6/2/2011,20160101,20160129,0,110,27.22,72,18.13,72,7.83,254,53.18
346,'429014644205584,'764887455517103,598477588,Jessica,Jordan,Female,4/10/1967,50,1,9842897150,PREPAID,Mechi,Eastern,Jhapa ,26.6398 N,87.8942 E,Jessica.Jordan@gmail.com,9/4/2010,20160101,20160116,0,117,22.12,61,16.66,123,6.27,301,45.05
347,'429019183974368,'826370415105020,210378116,Rebecca,Nguyen,Female,9/23/2000,17,0,9851621853,POSTPAID,Mechi,Eastern,Ilam,26.8760 N,87.9335 E,Rebecca.Nguyen@gmail.com,6/4/2016,20160101,20160127,0,123,25.69,104,15.93,93,11.49,320,53.11
348,'429012622037865,'906718326901425,346272233,Antonio,Dean,Male,5/15/1988,29,1,9845503505,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Antonio.Dean@yahoo.com,6/24/2011,20160101,20160120,9,102,34.34,128,20.67,90,11.76,320,66.77
349,'429014832501807,'663991497417883,772675978,Howard,Foster,Male,12/9/1959,58,1,9845769296,PREPAID,Sagarmatha,Eastern,Saptari,26.6173 N,86.7014 E,Howard.Foster@gmail.com,8/23/2001,20160101,20160128,0,101,33.05,82,16.18,107,8.25,290,57.48
350,'429015956005883,'800754057194906,482298806,Kevin,Adams,Male,10/2/1990,27,0,9851632892,POSTPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Kevin.Adams@gmail.com,1/1/2010,20160101,20160118,0,126,25.25,125,18.65,121,8.93,372,52.83
351,'429011692244736,'790044886218319,339283119,Daniel,Reynolds,Male,2/27/1994,23,0,9846893966,PREPAID,Bagmati,Central,Rasuwa,28.1727 N,85.3136 E,Daniel.Reynolds@gmail.com,4/4/2010,20160101,20160127,0,88,32.47,119,27.1,79,11.13,286,70.7
352,'429013418168924,'862189138909687,676793472,Harold,Sullivan,Male,12/29/1978,39,1,9847913709,PREPAID,Bagmati,Central,Bhaktapur,27.6710 N,85.4298 E,Harold.Sullivan@gmail.com,9/8/2009,20160101,20160129,7,128,34.2,100,19.31,91,6.56,319,60.07
353,'429018870340790,'241764587251963,546706840,Todd,Lane,Male,1/28/1953,64,1,9841587913,PREPAID,Lumbini,Western,Palpa,27.8253 N,83.6348 E,Todd.Lane@yahoo.com,3/22/2003,20160101,20160110,7,97,14.03,94,24.64,114,8.1,305,46.77
354,'429018958269561,'216576016934855,517440935,Carlos,Cruz,Male,2/17/1959,58,1,9851142501,POSTPAID,Lumbini,Western,Kapilvastu ,27.6542 N,82.9932 E,Carlos.Cruz@hotmail.com,5/28/2009,20160101,20160124,0,98,21.57,62,15.3,128,6.34,288,43.21
355,'429018243902985,'334367415800984,190282727,Samuel,Russell,Male,8/23/1999,18,0,9848331728,PREPAID,Janakpur,Central,Dholkha,27.7784 N,86.1752 E,Samuel.Russell@gmail.com,2/22/2016,20160101,20160120,0,120,29.65,98,13.29,121,6.14,339,49.08
356,'429014688192661,'563136947620103,980333050,Clarence,Bailey,Male,10/28/1961,56,1,9849207625,PREPAID,Lumbini,Western,Gulmi,28.0889 N,83.2934 E,Clarence.Bailey@hotmail.com,9/28/2004,20160101,20160116,7,101,31.86,126,16.99,107,9.72,334,58.57
357,'429011357348139,'326761934547888,353515275,Doris,Mccoy,Female,10/7/1952,65,1,9849840609,PREPAID,Bagmati,Central,Kavrepalanchok,27.5259 N,85.5612 E,Doris.Mccoy@gmail.com,11/28/2014,20160101,20160119,0,68,44.18,122,20.83,121,6.05,311,71.06
358,'429015361202224,'361622301796387,476714159,Carol,Olson,Female,12/29/1990,27,0,9847560050,PREPAID,Lumbini,Western,Palpa,27.8253 N,83.6348 E,Carol.Olson@yahoo.com,10/16/2005,20160101,20160129,0,117,22.12,61,16.66,123,6.27,301,45.05
359,'429018118695349,'207323048641528,446753479,Thomas,Harper,Male,12/3/1994,23,0,9851751733,POSTPAID,Lumbini,Western,Arghakhanchi,27.9829 N,83.0361 E,Thomas.Harper@hotmail.com,11/27/2015,20160101,20160122,9,100,20.93,82,13.46,82,11.52,264,45.91
360,'429019831909344,'347399189348352,642459517,Jerry,Robertson,Male,2/12/1988,29,1,9849326527,PREPAID,Narayani,Central,Chitwan,27.5291 N,84.3542 E,Jerry.Robertson@gmail.com,8/15/2014,20160101,20160128,0,135,43.57,106,15.32,135,8.43,376,67.32
361,'429017065218773,'634198501875661,231581827,Janice,Weaver,Female,12/17/1952,65,1,9851470849,POSTPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,Janice.Weaver@yahoo.com,5/29/2004,20160101,20160113,0,77,28.82,87,10.54,92,9.87,256,49.23
362,'429011589575678,'569374108534878,162855093,Evelyn,Chapman,Female,3/21/2001,16,0,9843108914,PREPAID,Bagmati,Central,Lalitpur,27.6644 N,85.3188 E,Evelyn.Chapman@gmail.com,6/24/2016,20160101,20160123,0,106,29.8,87,12.27,88,7.21,281,49.28
363,'429016534637525,'786137800686447,270416316,Richard,Franklin,Male,2/22/1978,39,1,9851884759,POSTPAID,Lumbini,Western,Rupandehi ,27.6264 N,83.3789 E,Richard.Franklin@hotmail.com,11/3/2001,20160101,20160112,0,108,28.97,68,29.79,87,13.37,263,72.13
364,'429012598585659,'403668507893020,260198585,Terry,Stanley,Male,2/17/1961,56,1,9851566096,POSTPAID,Janakpur,Central,Dholkha,27.7784 N,86.1752 E,Terry.Stanley@gmail.com,8/17/2012,20160101,20160119,9,102,19.36,146,12.35,137,8.78,385,40.49
365,'429013960994771,'437441974050635,777465971,Jack,Peters,Male,6/25/1991,26,0,9851428116,POSTPAID,Bagmati,Central,Bhaktapur,27.6710 N,85.4298 E,Jack.Peters@gmail.com,4/2/2013,20160101,20160110,5,97,11.12,76,14.3,113,10.62,286,36.04
366,'429015052442895,'385609371139583,163442826,Carlos,Gibson,Male,4/23/1980,37,1,9851388313,POSTPAID,Narayani,Central,Chitwan,27.5291 N,84.3542 E,Carlos.Gibson@gmail.com,6/23/2011,20160101,20160121,0,96,34.05,102,17.1,60,9.27,258,60.42
367,'429014404680408,'383209783354124,385367407,Adam,Bowman,Male,3/6/1999,18,0,9845204419,PREPAID,Janakpur,Central,Mahottari ,26.8762 N,85.8077 E,Adam.Bowman@gmail.com,2/8/2016,20160101,20160126,0,99,32.95,125,18.82,67,7.75,291,59.52
368,'429019565213423,'305112065337324,680787843,Marilyn,Nelson,Female,8/22/1994,23,0,9851944908,POSTPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Marilyn.Nelson@gmail.com,1/25/2012,20160101,20160114,0,120,28.1,106,16.87,102,9.38,328,54.35
369,'429016157007268,'330584204600427,103869101,Diana,Davis,Female,5/29/1999,18,0,9849523689,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Diana.Davis@gmail.com,2/15/2015,20160101,20160111,8,68,35.63,140,12.49,131,5.44,339,53.56
370,'429014045856439,'733695849675036,677182086,Raymond,King,Male,2/23/1995,22,0,9841816364,PREPAID,Bagmati,Central,Lalitpur,27.6644 N,85.3188 E,Raymond.King@gmail.com,2/11/2014,20160101,20160115,8,112,43.61,90,16.96,122,8.47,324,69.04
371,'429012586510309,'525671187485570,275000872,Harry,Fernandez,Male,1/19/1989,28,0,9851742156,POSTPAID,Lumbini,Western,Arghakhanchi,27.9829 N,83.0361 E,Harry.Fernandez@hotmail.com,2/20/2015,20160101,20160111,0,125,33.51,136,18.23,103,12.7,364,64.44
372,'429013249212384,'806923423283691,637047615,Brandon,Harrison,Male,11/7/1996,21,0,9843888394,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Brandon.Harrison@gmail.com,2/9/2016,20160101,20160110,7,117,26.37,93,20.37,133,9.4,343,56.14
373,'429016290207414,'849092981684177,392709738,Terry,Garza,Male,1/12/1985,32,1,9842698261,PREPAID,Bagmati,Central,Lalitpur,27.6644 N,85.3188 E,Terry.Garza@gmail.com,2/11/2011,20160101,20160119,9,67,56.59,97,27.01,128,7.23,292,90.83
374,'429011301765980,'159842275160270,725773879,Adam,Lopez,Male,7/21/1984,33,1,9847355460,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Adam.Lopez@gmail.com,5/3/2000,20160101,20160112,13,94,9.89,118,11.79,91,6.16,303,27.84
375,'429015585533093,'239123282893172,427548597,Gary,Patterson,Male,7/10/1955,62,1,9851374983,POSTPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Gary.Patterson@gmail.com,7/24/2014,20160101,20160112,0,99,33.25,120,22.76,76,7.42,295,63.43
376,'429016669317754,'707853209523816,835226320,Theresa,Hanson,Female,11/22/1995,22,0,9844599320,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Theresa.Hanson@gmail.com,1/11/2011,20160101,20160120,0,158,10.27,120,26.03,46,5.58,324,41.88
377,'429013301196062,'172344966570684,643169479,Beverly,Gilbert,Female,10/20/1997,20,0,9844425724,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Beverly.Gilbert@gmail.com,3/2/2014,20160101,20160115,0,103,29.73,105,21.1,116,7.41,324,58.24
378,'429019484214771,'558972703708201,553662048,Harold,Lawrence,Male,11/12/1994,23,0,9843129344,PREPAID,Mechi,Eastern,Jhapa ,26.6398 N,87.8942 E,Harold.Lawrence@gmail.com,3/5/2011,20160101,20160114,6,79,21.28,105,15.11,89,10.46,273,46.85
379,'429011891233677,'174130164347223,223566800,Jacqueline,Jackson,Female,7/15/1964,53,1,9849925829,PREPAID,Bagmati,Central,Bhaktapur,27.6710 N,85.4298 E,Jacqueline.Jackson@gmail.com,6/27/2003,20160101,20160128,0,129,33.73,77,6.4,77,8.15,283,48.28
380,'429015300039794,'223220717053052,277823518,Eugene,Howard,Male,10/20/1952,65,1,9842416175,PREPAID,Mechi,Eastern,Ilam,26.8760 N,87.9335 E,Eugene.Howard@gmail.com,4/25/2003,20160101,20160116,0,97,32.74,101,11.49,101,9.73,299,53.96
381,'429013571984312,'550452015604614,203775875,Jean,Bell,Female,12/27/1991,26,0,9844417636,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Jean.Bell@yahoo.com,3/21/2011,20160101,20160123,0,96,39.51,118,18.01,102,12.29,316,69.81
382,'429017584721286,'570444574526966,373079677,Douglas,Gutierrez,Male,10/6/1978,39,1,9843808170,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Douglas.Gutierrez@gmail.com,8/14/2013,20160101,20160112,0,100,28.12,87,9.83,118,8.72,305,46.67
